P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,x
4.339974800141534e-91,3.7364229998668006e-88,1.1740005328831653e-07,9.196045786946579e-71,8.05227575593982e-119,0.010268143216858937,4.484135192889956e-76,1.607824036087891e-74,5.16388655492657e-90,2.1002274859861018e-75,0.8420000000000001
8.57594968352397e-92,7.59059876957086e-89,1.7315245256623426e-07,2.212184143085143e-71,1.25917840005621e-119,0.009593072386333465,1.0221773682975851e-76,3.7330033419219933e-75,1.0305160142416558e-90,4.8171284370611216e-76,0.8439999999999999
1.683828147066328e-92,1.5322038683214128e-89,2.5375202458971793e-07,5.287641483128873e-72,1.9564845206345527e-120,0.008909831331497609,2.3152310589051346e-77,8.611895591858718e-76,2.0433996887952903e-91,1.0978204022032414e-76,0.8460000000000001
3.2849883177903827e-93,3.0731063694793053e-90,3.6949698580388783e-07,1.2558081603416198e-72,3.020550436107192e-121,0.008226044825027473,5.210542396367398e-78,1.9740568175768796e-76,4.0259875324054664e-92,2.485968009871355e-77,0.8479999999999999
6.36781470234773e-94,6.12433798833259e-91,5.346047328364171e-07,2.963501638900413e-73,4.6335760110638653e-122,0.007549046031874698,1.1651773757214965e-78,4.496152739208085e-77,7.881557583482508e-93,5.593464982424534e-78,0.8500000000000001
1.2264999314561885e-94,1.2127219191815273e-91,7.685554627878862e-07,6.9487647935697405e-74,7.062639120061449e-123,0.0068856812078071945,2.5889381071550477e-79,1.0175200588100268e-77,1.5331060740594315e-93,1.2505107938502082e-78,0.8519999999999999
2.3472814242583655e-95,2.3860735308090618e-92,1.0978377082082993e-06,1.6189394958027316e-74,1.0696415464019465e-123,0.0062421485307146704,5.7157313513356694e-80,2.2880495108766633e-78,2.963144832377383e-94,2.777890248998141e-79,0.8540000000000001
4.463579947550309e-96,4.664734579059078e-93,1.5581942196633198e-06,3.7477808657968756e-75,1.6096447375438943e-124,0.005623874123260258,1.2538409897091268e-80,5.1122063054240085e-79,5.690547828601909e-95,6.131458932699992e-80,0.8559999999999999
8.433774715104182e-97,9.061301287787933e-94,2.1974831288876417e-06,8.620616464532284e-76,2.40681288581841e-125,0.005035426389593422,2.7329622573130485e-81,1.1349372250150265e-79,1.0858649109813314e-95,1.3447255327891354e-80,0.8580000000000001
1.5833655646322348e-97,1.7489392430663975e-94,3.0792859847845756e-06,1.9702576309016633e-76,3.575815846535366e-126,0.004480467993567639,5.918958841344338e-82,2.5035474391546784e-80,2.0588184125103127e-96,2.930384107870926e-81,0.8599999999999999
2.9536628232790625e-98,3.3541261512410255e-95,4.287409999240878e-06,4.474332677075183e-77,5.278718268559802e-127,0.003961743232942129,1.2737304209053465e-82,5.48732047407446e-81,3.8786519509909216e-97,6.34507131115299e-82,0.8620000000000001
5.4747105021524484e-99,6.391526310002554e-96,5.931445208463813e-06,1.0096110202693458e-77,7.742876730177736e-128,0.003481097273895182,2.723517924918199e-83,1.1950479739420346e-81,7.260459358328949e-98,1.3651158468847087e-82,0.8639999999999999
1.0082817864350998e-99,1.2101808805340428e-96,8.153546357890865e-06,2.2636039777521832e-78,1.1284874366719747e-128,0.003039522740284296,5.786333618955823e-84,2.5860139915397742e-82,1.3504170390224462e-98,2.918257020795596e-83,0.8660000000000001
1.8451140078724107e-100,2.2767561141513026e-97,1.1136611815355837e-05,5.042749189082867e-79,1.6342241855720073e-129,0.002637228517033215,1.2215105355573761e-84,5.560283251750674e-83,2.495699206218722e-99,6.1986710045609845e-84,0.8679999999999999
3.35494195081876e-101,4.256016015637888e-98,1.5114024932870916e-05,1.1162329549117168e-79,2.351511245678314e-130,0.002273725320023698,2.562190872259363e-85,1.1879098321832979e-83,4.582865313660914e-100,1.3082617328379826e-84,0.8700000000000001
6.061321700137496e-102,7.905157248277584e-99,2.0381103857753317e-05,2.4550642532711183e-80,3.362041018802977e-131,0.0019479225808219734,5.3400614861775434e-86,2.5216833635508697e-84,8.361851833419129e-101,2.7435424303298395e-85,0.8719999999999999
1.0881034285387102e-102,1.4589428856185044e-99,2.7308370419153863e-05,5.365268179082492e-81,4.776166702410759e-132,0.0016582314538060832,1.1058635681414892e-86,5.318854925469785e-85,1.5159621653802173e-101,5.7167566164477344e-86,0.8740000000000001
1.9408570198188516e-103,2.675386832728048e-100,3.6356693880959224e-05,1.165039243495596e-81,6.741809336031093e-133,0.0014026692260272072,2.27550272175657e-87,1.1147211771600443e-85,2.730830706968632e-102,1.1836101807037957e-86,0.8759999999999999
3.4398335356090744e-104,4.874784228730373e-101,4.809428772105461e-05,2.5136813375087977e-82,9.4557063449181e-134,0.0011789610410267673,4.6523639641137095e-88,2.321319256275447e-86,4.887893255968415e-103,2.4349420873792457e-87,0.8780000000000001
6.057617250166256e-105,8.825609888543608e-102,6.321543433595296e-05,5.388903818393919e-83,1.3177469114499852e-134,0.0009846355801661354,9.451277664989355e-89,4.803126354274375e-87,8.692989767240887e-104,4.977250797493726e-88,0.8799999999999999
1.0599533480164763e-105,1.58764928919988e-102,8.256068175300954e-05,1.1479188511301099e-83,1.8246961589119634e-135,0.000817112124581027,1.9077781777617427e-89,9.874921786444637e-88,1.5361624450923772e-104,1.0109073316323634e-88,0.8820000000000001
1.842859356262332e-106,2.8378205995498003e-103,0.00010713809750685379,2.4296431187810198e-84,2.510554356096118e-136,0.0006737771990132964,3.8263592837527502e-90,2.0172690839805551e-88,2.6972775547121027e-105,2.0401123737013538e-89,0.8839999999999999
3.183597475381693e-107,5.040061287189813e-104,0.00013814497912648246,5.1096873396142125e-85,3.4321733872247647e-137,0.0005520497346202544,7.625426365157877e-91,4.0946286064244594e-89,4.705812865013183e-106,4.0908894669991675e-90,0.8860000000000001
5.4646786703396464e-108,8.894206635623319e-105,0.00017698921188676238,1.067742937378038e-85,4.6621831452913487e-138,0.00044943434969388666,1.509951618977737e-91,8.258206056357737e-90,8.157633433129566e-107,8.150838763575334e-91,0.8879999999999999
9.320337240832928e-109,1.5595493764513295e-105,0.00022530923914277192,2.2169690385874052e-86,6.292597595473382e-139,0.00036356291292769134,2.9708617882717102e-92,1.6549216183346826e-90,1.405122663946414e-107,1.613644085888538e-91,0.8900000000000001
1.5794982245269575e-109,2.7171371508114856e-106,0.00028499137841313493,4.573756999192656e-87,8.439002380451407e-140,0.0002922250107448415,5.807943446797001e-93,3.295259787792211e-91,2.4048323768950726e-108,3.174198490810238e-92,0.8919999999999999
2.6596664530522806e-110,4.7037530002857225e-107,0.00035818299050854673,9.375772999423708e-88,1.1245344848942285e-140,0.00023338828407566,1.1281915049837065e-93,6.519621802946437e-92,4.089553561366365e-109,6.204135629329217e-93,0.8940000000000001
4.4499561039583756e-111,8.090921224945838e-108,0.00044729980582504104,1.9096844753051523e-88,1.488932349354651e-141,0.00018520983395446317,2.177528194612306e-94,1.2816683610105662e-92,6.910150551358957e-110,1.2048954077413217e-93,0.8959999999999999
7.397837652758843e-112,1.382840064919179e-108,0.0005550255508124963,3.8648859884406755e-89,1.958834175132854e-142,0.00014604002821933556,4.1760459048022634e-95,2.5035106253263614e-93,1.1601646722355097e-110,2.325081973423669e-94,0.8980000000000001
1.2220089414525588e-112,2.3483696088684537e-109,0.0006843019202037843,7.771991046673116e-90,2.5605950280925303e-143,0.00011442008635955923,7.957694389044099e-96,4.85896454030481e-94,1.9354068884751904e-111,4.4580818145197605e-95,0.8999999999999999
2.005693137827753e-113,3.9626112243427914e-110,0.00083830692962434,1.5529176657682677e-90,3.325865193239421e-144,8.907479154956571e-05,1.506710323486918e-96,9.37040874804543e-95,3.2080818951126857e-112,8.493342479067894e-96,0.9020000000000001
3.2709590809160514e-114,6.643806814662812e-111,0.0010204197811321297,3.0830821921483706e-91,4.292288500232529e-145,6.890159454858682e-05,2.834606553621027e-97,1.795534925278769e-95,5.283711888159198e-113,1.6077927553758789e-96,0.9039999999999999
5.300370782146544e-115,1.106809918899305e-111,0.0012341706013481314,6.0819424709369196e-92,5.50419340898869e-146,5.295724962866024e-05,5.298785328517962e-98,3.4186110633268505e-96,8.64675847272336e-114,3.0241429675830234e-97,0.9060000000000001
8.534103562662613e-116,1.8321018174782788e-112,0.0014831737841344993,1.1921201943764224e-92,7.01324459095624e-147,4.0442973049795026e-05,9.841932422957792e-99,6.467345249883946e-97,1.4060088225628679e-114,5.651911888689792e-98,0.9079999999999999
1.3653062665516332e-116,3.0133299271076455e-113,0.0017710441967758602,2.3217652852377555e-93,8.879015275207452e-148,3.0688953004405976e-05,1.8163726238472497e-99,1.2156901924591732e-97,2.271659740368433e-115,1.0495647870055121e-98,0.9100000000000001
2.1703150178114867e-117,4.924524249249762e-114,0.002101296191092223,4.493007179218491e-94,1.116943329828303e-148,2.3138877322857697e-05,3.3308113191871755e-100,2.2705982336805192e-98,3.646859520757932e-116,1.936617794645549e-99,0.9119999999999999
3.4279618873628024e-118,7.996545118756027e-115,0.002477226188955979,8.639257958830799e-95,1.3961047115916515e-149,1.7334990061288446e-05,6.068978953339726e-101,4.213841477153671e-99,5.817217540005148e-117,3.550580590560266e-100,0.9140000000000001
5.379844351144298e-119,1.2902118304441295e-115,0.0029017805631644405,1.6505789433184657e-95,1.7339052615511857e-150,1.2904046487459136e-05,1.0987572310960157e-101,7.770278892435642e-100,9.220024878822632e-118,6.468083448167169e-101,0.9159999999999999
8.389265791110632e-120,2.0684268357190923e-116,0.0033774115744172064,3.1334061250592535e-96,2.1397018097148616e-151,9.544411840586127e-06,1.9765526006693903e-102,1.4236903306756828e-100,1.4520093009119e-118,1.1707728163625703e-101,0.9180000000000001
1.2998663886170877e-120,3.294881679975839e-117,0.0039059252052221697,5.910409937373697e-97,2.6236243999763326e-152,7.014444553163005e-06,3.532933980515361e-103,2.5918805300399125e-101,2.2720988445830117e-119,2.1056705130668938e-102,0.9199999999999999
2.001216112874003e-121,5.2150682869857275e-118,0.004488325792219783,1.1077430850572364e-97,3.19646965638207e-153,5.122219802499091e-06,6.274558643965531e-104,4.688510991913824e-102,3.5326902570951096e-120,3.7629544707173316e-103,0.9220000000000002
3.061327442146738e-122,8.201639789424248e-119,0.0051246633306571195,2.0629135035885454e-98,3.8695461310786167e-154,3.716583518933673e-06,1.107264455628762e-104,8.427046940378773e-103,5.457634122543577e-121,6.681719937299181e-104,0.9239999999999999
4.6531397369556286e-123,1.2816277413286357e-119,0.00581389013390016,3.817187707105356e-99,4.6544673520015435e-155,2.6794786757761983e-06,1.9415118707987883e-105,1.504999663647399e-103,8.377680453273472e-122,1.1788765347195449e-104,0.9260000000000002
7.027533455786447e-124,1.989956684054787e-120,0.0065537341011989055,7.018212935148437e-100,5.562889913832505e-156,1.919452649606057e-06,3.382589192939083e-106,2.6706557336998957e-104,1.2778023483755336e-122,2.0666604212419087e-105,0.9279999999999999
1.0545817837764083e-124,3.0700529277362403e-121,0.007340596107210609,1.2821241801151776e-100,6.606196083207823e-157,1.3662342326993026e-06,5.855702161102775e-107,4.7089049961192755e-105,1.9365293768649144e-123,3.599901847270435e-106,0.9300000000000002
1.5724546361879547e-125,4.7061809151714526e-122,0.008169478916255158,2.327309628854308e-101,7.795122992303124e-158,9.66259020454103e-07,1.0072313076869904e-107,8.249781843572257e-106,2.9161174650227775e-124,6.230643883870311e-107,0.9319999999999999
2.3296812361485377e-126,7.168229307488045e-123,0.00903395449872833,4.197577921787643e-102,9.139343507822401e-159,6.790200192301643e-07,1.721472023434219e-108,1.4361027550300618e-106,4.363213406943262e-125,1.0715092546260448e-107,0.9340000000000002
3.4295362259227427e-127,1.084864946829118e-123,0.00992617566433454,7.522529372176118e-103,1.0647007178506297e-159,4.74124282334675e-07,2.9234201573894904e-109,2.4839856452955993e-107,6.486768705487854e-126,1.830963322226942e-108,0.9359999999999999
5.016430547922525e-128,1.6313982040718682e-124,0.010836936531285236,1.3395210465867664e-103,1.2324253134007074e-160,3.289443313899451e-07,4.932908052839264e-110,4.269068894131674e-108,9.582324794110692e-127,3.108737692862123e-109,0.9380000000000002
7.290792352662798e-129,2.437613231663499e-125,0.011755784556242422,2.3700402141031013e-104,1.4174710244806873e-161,2.2676352116878578e-07,8.270567664755475e-111,7.290171758476157e-109,1.4064810274402183e-127,5.2445620037860047e-110,0.94
1.052871017929847e-129,3.6190129163295694e-126,0.012671184721004978,4.1666057801827884e-105,1.6199003037426653e-162,1.5532613815254642e-07,1.377806194877301e-111,1.2369805555842806e-109,2.0512442922820634e-128,8.791339977404735e-111,0.9420000000000002
1.5107622665176163e-130,5.338705732107229e-127,0.01357073410211716,7.27829463091449e-106,1.839428455374694e-163,1.0571496152049395e-07,2.280664814160077e-112,2.0854918672250407e-110,2.9724968939891126e-129,1.4642715603726904e-111,0.944
2.1539598479308124e-131,7.825324380537506e-128,0.014441422557367271,1.2632734689213315e-106,2.0753819302370297e-164,7.149059630018041e-08,3.7510711937815216e-113,3.493611782101194e-111,4.2800214914855855e-130,2.4233094486509e-112,0.9460000000000002
3.0514031740732086e-132,1.1396965427791769e-128,0.015269932785998318,2.1786408420514094e-107,2.3266640442449183e-165,4.803766942079154e-08,6.1301297499607515e-114,5.8151550903790115e-112,6.123377109591843e-131,3.984894384521613e-113,0.948
4.295187233047568e-133,1.649288489970148e-129,0.016042970705535432,3.733313225774939e-108,2.591730516298878e-166,3.207269690412098e-08,9.954158279032322e-115,9.617639083608438e-113,8.704755543896657e-132,6.510966217488104e-114,0.9500000000000002
6.007380251829167e-134,2.3715077107898495e-130,0.016747615086248623,6.356583244707837e-109,2.8685770724321182e-167,2.1276959561034648e-08,1.6060532206469776e-115,1.580506056614568e-113,1.2295400184275164e-132,1.0570481028849617e-114,0.952
8.348504028409213e-135,3.388230672297837e-131,0.017371673833392713,1.0754087617097428e-109,3.154741072846166e-168,1.4025042627923644e-08,2.5747545749021673e-116,2.580740686307723e-114,1.7256363238874435e-133,1.705158437658991e-115,0.9540000000000002
1.1527966760601681e-135,4.809964973451118e-132,0.017904033325796206,1.8077731163682165e-110,3.4473186885510896e-169,9.185849854671722e-09,4.1014012520040164e-117,4.187097638232513e-115,2.40644752274094e-134,2.733099229057987e-116,0.956
1.5816751305634092e-136,6.784711317583015e-133,0.018334986895200345,3.019498359795809e-111,3.742998593667932e-170,5.977987785506685e-09,6.491561802813865e-118,6.749977468213508e-116,3.33444864593312e-135,4.352780133830748e-117,0.9580000000000002
2.1562661860857604e-137,9.509142355339315e-134,0.01865652891377643,5.011251432364441e-112,4.0381124677713234e-171,3.865549424198845e-09,1.0209080961852753e-118,1.0812150278293552e-116,4.590840317597301e-136,6.888088648228362e-118,0.96
2.920841394154789e-138,1.3242556664896387e-134,0.01886260205379265,8.263767873606347e-113,4.3287018484003177e-172,2.4836360904835876e-09,1.5953082645078845e-119,1.7208473162137858e-117,6.28030675540061e-137,1.0830571822792526e-118,0.9620000000000002
3.931281050682086e-139,1.832410815606881e-135,0.018949287053960033,1.3540370443546213e-113,4.610600074590031e-173,1.5855692577462364e-09,2.4769834080845077e-120,2.721404632236793e-118,8.536700458726499e-138,1.6920948507901955e-119,0.964
5.257517501804544e-140,2.5193840095248376e-136,0.018914926687605513,2.204466497939766e-114,4.879527261080651e-174,1.0057799951633668e-09,3.821396445016122e-121,4.2762630823928346e-119,1.1529746130804526e-138,2.6267496043282133e-120,0.9660000000000002
6.986310394650717e-141,3.4418061494426746e-137,0.018760178454699142,3.566128433366773e-115,5.131195487643394e-175,6.339299794070184e-10,5.857895342967433e-122,6.676613362403299e-120,1.547283743855886e-139,4.051662837835257e-121,0.968
9.224345107325902e-142,4.671958316958925e-138,0.0184879936572103,5.732063291990042e-116,5.361420726257539e-176,3.9700877673232096e-10,8.922398921593275e-123,1.0357824640607425e-120,2.0631969951873433e-140,6.209670670157912e-122,0.9700000000000002
1.2101625923218527e-142,6.3013271543941064e-139,0.01810352378809796,9.15472902241974e-117,5.566237506662007e-177,2.4704692030431946e-10,1.3503370393735867e-123,1.5966193788159884e-121,2.733580995122945e-141,9.456370552088078e-123,0.972
1.57751109154858e-143,8.444726959571241e-140,0.017613958382003424,1.4527822668901753e-117,5.742011976728929e-178,1.5274932485449674e-10,2.0305946584073683e-124,2.4454272851288484e-122,3.598683992787359e-142,1.4308728275657632e-123,0.9740000000000002
2.043250596990521e-144,1.124500652928806e-140,0.017028301457656984,2.290741510294989e-118,5.885548878674912e-179,9.384252234556598e-11,3.0340645328146647e-125,3.721590858847931e-123,4.707344619272718e-143,2.151286383781688e-124,0.976
2.6296101246557806e-145,1.4878334797637853e-141,0.01635709626171492,3.5889892750821367e-119,5.994188052608418e-180,5.728495327096135e-11,4.5045032374621e-126,5.62759732278149e-124,6.11827214882995e-144,3.213779340989294e-125,0.9780000000000002
3.3626495459180716e-146,1.9560027354641644e-142,0.015612110062494983,5.5871297155623714e-120,6.065886400068524e-181,3.4745772450558415e-11,6.6449161998247275e-127,8.455473206909722e-125,7.901364636071196e-145,4.770396877684779e-126,0.98
4.272601295129703e-147,2.555083538496343e-143,0.014805992137872636,8.642230935042028e-121,6.099281780698084e-182,2.094034806194298e-11,9.739858076240172e-128,1.262331257975257e-125,1.013901891636245e-145,7.0358018145062834e-127,0.9820000000000002
5.394157756635288e-148,3.316356924874135e-144,0.013951918795370801,1.3282612371649974e-121,6.093736050664513e-183,1.2539676645241687e-11,1.418522615761052e-128,1.8725320958057332e-126,1.2927372946864978e-146,1.031082245215092e-127,0.984
6.766676823455732e-149,4.276987122823948e-145,0.01306323924074039,2.0284375845070453e-122,6.049355343018366e-184,7.461210552520609e-12,2.0527705814132533e-129,2.759978631733659e-127,1.6377406876912516e-147,1.5013904250008288e-128,0.9860000000000002
8.434274710069515e-150,5.480688701687982e-146,0.012153135405593518,3.0779411899469144e-123,5.966986689657335e-185,4.411159589025089e-12,2.9516515143279877e-130,4.0420593341120704e-128,2.061581531556064e-148,2.17227395332414e-129,0.988
1.0445772544904193e-150,6.978351534016108e-147,0.011234307527220386,4.640657368205374e-124,5.8481911350168444e-186,2.5912944250757727e-12,4.2170646873795446e-131,5.881934232727409e-129,2.5785550460629915e-149,3.122886244518883e-130,0.9900000000000002
1.285446195545376e-151,8.828584267708484e-148,0.010318695450976422,6.952151213579945e-125,5.695194533838854e-187,1.512520491769792e-12,5.986540980051455e-132,8.504683567230122e-130,3.204592520610646e-150,4.460857488275136e-131,0.992
1.5717655193572134e-152,1.109812994458757e-148,0.00941724342881553,1.0348548348325184e-125,5.5108181993727705e-188,8.772154854424278e-13,8.444271181919183e-133,1.221846558948166e-130,3.95721583389444e-151,6.33142030979985e-132,0.9940000000000002
1.9095987720363574e-153,1.3862101032445038e-149,0.008539713762601608,1.5305945913410866e-126,5.2983924204131615e-189,5.055124171919495e-13,1.1835017363028607e-133,1.7441976457506263e-131,4.85542418497953e-152,8.929035514025865e-133,0.996
2.3052445918420957e-154,1.720397606060216e-150,0.00769455213741425,2.249372770387651e-127,5.061656548680923e-190,2.894528845122158e-13,1.6481477511778275e-134,2.4739746039630147e-132,5.919501459232117e-153,1.25120526287454e-133,0.9980000000000002
2.7651099978474576e-155,2.1215296937997237e-151,0.00688880505145044,3.2846054600673266e-128,4.804649838408085e-191,1.6468136248512417e-13,2.2805725903534962e-135,3.4867057157068213e-133,7.17073383130821e-154,1.7421003945197925e-134,1.0
3.2955532142764055e-156,2.599500559668763e-152,0.006128087502939176,4.765686887010741e-129,4.531597475751633e-192,9.309611047641296e-14,3.135538760672871e-136,4.882653051025e-134,8.631029248507913e-155,2.4101185086254773e-135,1.0020000000000002
3.902696334172828e-157,3.16483615451529e-153,0.005416597145721024,6.8704995792957085e-130,4.2467962611184975e-193,5.229246777824623e-14,4.2835216130083636e-137,6.793865623411197e-135,1.0322433410587248e-155,3.3130212131626155e-136,1.004
4.59220965949758e-158,3.828538886872203e-154,0.004757169551023854,9.841734548935712e-131,3.95450421013507e-194,2.9185507783892294e-14,5.814471773854619e-138,9.39287526657463e-136,1.2266540785004692e-156,4.525125549031789e-137,1.0060000000000002
5.369071290626641e-159,4.6018812685972635e-155,0.00415136806067747,1.4007979393098804e-131,3.658837940987541e-195,1.6185118579216917e-14,7.842239221316895e-139,1.2903296382046101e-136,1.4483804026844282e-157,6.141262275786878e-138,1.008
6.237307407281599e-160,5.496146136110584e-156,0.0035996010034573846,1.981070169987159e-132,3.363681149466658e-196,8.918360691426335e-15,1.0509702454596149e-139,1.7612593270510528e-137,1.6992750793817241e-158,8.2814283910198e-139,1.0100000000000002
7.199720594211986e-161,6.522313192016843e-157,0.0031012587603471923,2.783843009690411e-133,3.0726067801654054e-197,4.882864756408421e-15,1.399462516396567e-140,2.3887266477861862e-138,1.9809123165552663e-159,1.1096178847420581e-139,1.012
8.25761540708008e-162,7.690694182136093e-158,0.002654863270909106,3.886960606038254e-134,2.7888147288719397e-198,2.656347410662131e-15,1.851623295346132e-141,3.2190677574060605e-139,2.294496141837279e-160,1.4772780152912065e-140,1.0140000000000002
9.410532021802972e-163,9.010521981343435e-159,0.0022582230173630023,5.392573274543566e-135,2.5150861060213257e-199,1.4358714726050583e-15,2.4342462893894984e-142,4.310367477143665e-140,2.640766042645946e-161,1.9542116998258322e-141,1.016
1.0656000129922032e-163,1.0489502099151261e-159,0.0019085872379137204,7.433656481654943e-136,2.25375430023144e-200,7.711995652851886e-16,3.179778822780574e-143,5.734809441228393e-141,3.0199033048255674e-162,2.5686301100591196e-142,1.0180000000000002
1.1989326101603554e-164,1.2133338484821645e-160,0.0016027940318724936,1.0181914311522574e-136,2.0066923468850518e-201,4.1156506222273403e-16,4.127145917887833e-144,7.581309055723362e-142,3.431442006714656e-163,3.3546878298587283e-143,1.02
1.3403426714074342e-165,1.3945248825739846e-161,0.0013374080504022115,1.385724528872778e-137,1.7753154639106765e-202,2.1823818444431386e-16,5.322592902375125e-145,9.958408245160078e-143,3.8741890123060116e-164,4.3533465359120617e-144,1.0220000000000002
1.488872233795763e-166,1.5925487578425708e-162,0.001108844546337208,1.8738934279963224e-138,1.5605970920138706e-203,1.149856104104155e-16,6.820515377378946e-146,1.2997390477035182e-143,4.346157515638094e-165,5.613257249541138e-145,1.024
1.6433101318092304e-167,1.8070897515002267e-163,0.0009134776203747336,2.517870493062984e-139,1.3630963857644872e-204,6.019726575185833e-17,8.684236648841232e-147,1.685554976486498e-144,4.844518679524143e-166,7.1916282754596746e-146,1.0260000000000002
1.8021965354577155e-168,2.0374512374088778e-164,0.0007477314957282809,3.361571904765914e-140,1.1829948523301296e-205,3.131342346044295e-17,1.0986683714168237e-147,2.171951849680876e-145,5.365575655864239e-167,9.155036786793952e-147,1.028
1.9638363005105104e-169,2.282523404957604e-165,0.0006081545382693066,4.4593538905684706e-141,1.0201397235831669e-206,1.6184707396042392e-17,1.381090411300452e-148,2.780852662665575e-146,5.904763754595577e-168,1.1580132581705871e-147,1.0300000000000002
2.1263215068808108e-170,2.540760744434634e-166,0.000491476486573151,5.877897238439163e-142,8.740916646981822e-208,8.311887731387188e-18,1.7250358028208565e-149,3.53774300484529e-147,6.456679742842089e-169,1.455417335819174e-148,1.032
2.28756317025623e-171,2.8101714516941055e-167,0.0003946499510653517,7.698259664569586e-143,7.44174551232879e-209,4.2414563342517255e-18,2.1408913709123078e-150,4.4719310396102415e-148,7.015142220566934e-170,1.8175322596209932e-149,1.0340000000000003
2.4453316844031884e-172,3.088320608823727e-168,0.0003148776800193161,1.0018060245981352e-143,6.295252660178166e-210,2.1505564525655003e-18,2.6400470422174656e-151,5.61674141273844e-149,7.573283769354335e-171,2.255263458834725e-150,1.036
2.5973051090500282e-173,3.3723485660794297e-169,0.0002496273784703948,1.2953741874254934e-144,5.2914175300523505e-211,1.0834458483540679e-18,3.2348132595660052e-152,7.009616812995835e-150,8.123674158749914e-172,2.78056471989355e-151,1.0380000000000003
2.741123986142272e-174,3.659005394179353e-170,0.00019663601766723706,1.6642836809958974e-145,4.419278932662618e-212,5.42355548443013e-19,3.938286249049064e-153,8.692098523874017e-151,8.658472389392853e-173,3.406350248390457e-152,1.04
2.874450971712528e-175,3.944701614577419e-171,0.0001539056061750331,2.1246137467200967e-146,3.667341150079337e-213,2.697624395965104e-19,4.764154738520059e-154,1.070965593146706e-151,9.169603834361544e-174,4.146351927956897e-153,1.0420000000000003
2.995033237906872e-176,4.2255746778599265e-172,0.00011969233093000517,2.69496504037364e-147,3.023929938699249e-214,1.3332125367773372e-19,5.72644315420615e-155,1.3111334940602516e-152,9.648957299726054e-175,5.014915109468942e-154,1.044
3.1007653532137e-177,4.497569883278511e-173,9.24908402484973e-05,3.3966187349230024e-148,2.477494240598421e-215,6.546931735083494e-20,6.839188349625628e-156,1.5949196940712257e-153,1.0088595552284434e-175,6.026727776428796e-155,1.0460000000000003
3.189750208511447e-178,4.756533658854457e-174,7.10152532963314e-05,4.253642454360806e-149,2.0168523145485647e-216,3.194454830205791e-20,8.116049552732063e-157,1.927752366098997e-154,1.048097184457503e-176,7.196480073599952e-156,1.048
3.2603555355077774e-179,4.998316397144351e-175,5.4178262276031854e-05,5.292924257694036e-150,1.6313834706281594e-217,1.5487317647197717e-20,9.569854415454489e-158,2.3151769196963506e-155,1.0819144278972168e-177,8.53845395881195e-157,1.0500000000000003
3.3112636694840998e-180,5.218881413642933e-176,4.106946235055368e-05,6.544114549804139e-151,1.3111685783939525e-218,7.46064156587834e-21,1.1212087730859034e-158,2.762724881248633e-156,1.1096979553812584e-178,1.0066046102512134e-157,1.052
3.341512438323036e-181,5.414416105854707e-177,3.0933814646155e-05,8.03945525364376e-152,1.0470840010833477e-219,3.5710559984076505e-21,1.305233341129117e-159,3.2757564817297734e-157,1.1309337760259519e-179,1.179123102570758e-158,1.0540000000000003
3.3505254056428954e-182,5.581441079033313e-178,2.3150930741426727e-05,9.81347607540149e-153,8.308546028966121e-221,1.6983909257182204e-21,1.5097684512138282e-160,3.859278272259648e-158,1.1452230460624562e-180,1.3723975692351508e-159,1.056
3.3381301400063486e-183,5.7169128966881484e-179,1.7215670736999833e-05,1.1902539455227469e-153,6.550720232366485e-222,8.026000387912175e-22,1.7352140208520474e-161,4.517738562401441e-159,1.1522945258928706e-181,1.5871621161054507e-160,1.0579999999999998
3.304563701350811e-184,5.818316226707792e-180,1.2720376191045483e-05,1.4344219011739159e-154,5.131845693321268e-223,3.7686100964927536e-22,1.98160124207389e-162,5.25480507966701e-160,1.152013142899291e-182,1.823825121158684e-161,1.06
3.2504651007562665e-185,5.88374148926067e-181,9.338916191885321e-06,1.7176501090643708e-155,3.9946491581988823e-224,1.7582626616363507e-22,2.2485367947897516e-163,6.073130905311848e-161,1.1443842823584836e-183,2.0824071812775206e-162,1.0619999999999998
3.1768550685718404e-186,5.9119446588795254e-182,6.812609818099629e-06,2.0436805467842762e-156,3.089613900748691e-225,8.150923462276642e-23,2.535153421443561e-164,6.974116358112211e-162,1.129553616025033e-184,2.3624828586975245e-163,1.064
3.085104025849715e-187,5.902386604627036e-183,4.937999816686833e-06,2.4160829283141835e-157,2.3743803756711487e-226,3.754485159153103e-23,2.8400697784243085e-165,7.957675967681854e-163,1.1078024760209569e-185,2.663129174517275e-164,1.0659999999999998
2.976889662949639e-188,5.855250230264436e-184,3.5563880163309524e-06,2.8381227717299352e-158,1.8130796915580396e-227,1.7183613038709413e-23,3.1613624412894923e-166,9.022020886633151e-164,1.079538979252851e-186,2.982883902482473e-165,1.068
2.8541459594089284e-189,5.771434653240917e-185,2.5449996220742004e-06,3.31261554662238e-159,1.3756375057388686e-228,7.814462144507643e-24,3.496552741855858e-167,1.0163467921392264e-164,1.0452852935524724e-187,3.319716671531393e-166,1.0699999999999998
2.71900580743848e-190,5.652526681217205e-186,1.8096176418363834e-06,3.841770426525915e-160,1.0370785174002712e-229,3.531052823202922e-24,3.842610746482353e-168,1.1376286705990477e-165,1.0056616005174823e-188,3.67101567206591e-167,1.072
